"region1","year","co2","pop","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
"Latin America and the Carribean",1864,313.780333333333,1742333.33333302,2798.07233332812,1605.33333333333,0.179819464464731,3678.856
"Latin America and the Carribean",1865,349.844666666667,1769999.99999968,2935.13399999479,1657.66666666667,0.197241865448006,4028.70066666667
"Latin America and the Carribean",1866,448.890333333333,1798333.33333302,3074.13999999479,1709,0.249194443511753,4477.591
"Latin America and the Carribean",1867,613.354666666667,1826999.99999968,3121.30866666146,1708.66666666667,0.33437056127914,5090.94566666667
"Latin America and the Carribean",1868,708.239666666667,1855999.99999968,3173.41199999479,1710,0.381268182567752,5799.18533333333
"Latin America and the Carribean",1869,764.801333333333,1885333.33333302,3287.94033332812,1743,0.406185064194906,6563.98666666667
"Latin America and the Carribean",1870,688.163666666667,1914999.99999968,3468.32833332813,1810.33333333333,0.359491866561717,7252.15033333333
"Latin America and the Carribean",1871,652.947,1944999.99999968,3600.06499999479,1851,0.336127822196364,7905.09733333333
"Latin America and the Carribean",1872,755.097666666667,1975333.33333302,3696.93999999479,1871.33333333333,0.381360040250643,8660.195
"Latin America and the Carribean",1873,955.297333333333,2005999.99999968,3860.14933332813,1923.33333333333,0.474554365372983,9615.49233333333
"Latin America and the Carribean",1874,1309.81866666667,2036999.99999968,3998.40666666146,1962.66666666667,0.641576911056046,10925.311
"Latin America and the Carribean",1875,1456.77566666667,2068333.33333302,4156.25333332813,2009.33333333333,0.703916921026136,12382.0866666667
"Latin America and the Carribean",1876,1569.98766666667,2099999.99999968,4194.76266666146,1997.33333333333,0.747846468150428,13952.0743333333
"Latin America and the Carribean",1877,1472.461,2132333.33333302,4224.74533332812,1982,0.690923251064825,15424.5353333333
"Latin America and the Carribean",1878,1402.59266666667,2164999.99999968,4220.64333332812,1949.66666666667,0.648747039357212,16827.128
"Latin America and the Carribean",1879,1331.47566666667,2197999.99999968,4458.03433332813,2026.66666666667,0.605787126463424,18158.6036666667
"Latin America and the Carribean",1880,1462.95433333333,2230999.99999968,4905.87833332813,2196.66666666667,0.654758778617704,19621.558
"Latin America and the Carribean",1881,1629.125,2264333.33333302,5380.78833332813,2375,0.718765431288474,21250.683
"Latin America and the Carribean",1882,1792.59366666667,2297666.66666635,5823.82999999479,2533.33333333333,0.78002168568592,23043.2766666667
"Latin America and the Carribean",1883,1762.15366666667,2331333.33333302,6114.14433332812,2621.66666666667,0.756169980408975,24805.4303333333
"Latin America and the Carribean",1884,1746.41366666667,2365333.33333302,6370.73633332812,2693.33333333333,0.738780928334707,26551.844
"Latin America and the Carribean",1885,1707.042,2399666.66666635,6343.96433332812,2644.33333333333,0.711261697165517,28258.886
"Latin America and the Carribean",1886,1688.18633333333,2434333.33333302,6389.24099999479,2625,0.693798863168421,29947.0723333333
"Latin America and the Carribean",1887,1636.955,2468666.66666635,6548.79066666146,2651.66666666667,0.663559619705022,31584.0273333333
"Latin America and the Carribean",1888,1813.41766666667,2503333.33333302,6696.30666666146,2675,0.723231197749963,33397.445
"Latin America and the Carribean",1889,1989.056,2537999.99999968,6858.49299999479,2702.66666666667,0.782770411740195,35386.501
"Latin America and the Carribean",1890,2162.617,2572999.99999968,7063.69533332813,2744,0.84097736140673,37549.118
"Latin America and the Carribean",1891,2228.044,2607999.99999968,7526.19133332813,2884.33333333333,0.853805489411568,39777.162
"Latin America and the Carribean",1892,2193.33733333333,2642999.99999968,7886.09333332812,2983.33333333333,0.830049691447977,41970.4993333333
"Latin America and the Carribean",1893,2215.829,2677999.99999968,8147.90533332813,3042.33333333333,0.828067627932313,44186.3283333333
"Latin America and the Carribean",1894,2413.988,2712999.99999968,8199.27533332813,3022.33333333333,0.888216750521934,46600.3163333333
"Latin America and the Carribean",1895,2723.68833333333,2747999.99999968,8581.82266666146,3122,0.990007383594043,49324.0046666667
"Latin America and the Carribean",1896,3088.243,2782999.99999968,8966.86599999479,3220.33333333333,1.10955805014874,52412.2476666667
"Latin America and the Carribean",1897,2967.972,2817999.99999968,9291.72799999479,3297.66666666667,1.05366745463678,55380.2196666667
"Latin America and the Carribean",1898,2995.23066666667,2853333.33333302,9702.18433332812,3399.33333333333,1.05013691381884,58375.4503333333
"Latin America and the Carribean",1899,2933.63166666667,2888666.66666635,9907.34633332813,3428.66666666667,1.01518626539138,61309.082
"Latin America and the Carribean",1900,3029.491,2923999.99999968,10194.3609999948,3487.33333333333,1.03621555847466,64338.573
"Latin America and the Carribean",1901,3083.76066666667,2958999.99999968,10128.0619999948,3423,1.04207239063442,67422.3336666667
"Latin America and the Carribean",1902,3052.80966666667,2993999.99999968,10387.7313333281,3468.66666666667,1.01978949521716,70475.1433333333
"Latin America and the Carribean",1903,3103.48233333333,3029333.33333302,10502.2616666615,3467,1.02462143861029,73578.6256666667
"Latin America and the Carribean",1904,3011.636,3064666.66666635,10861.6603333281,3544,0.9828306904473,76590.2616666667
"Latin America and the Carribean",1905,3288.36933333333,3100333.33333302,10850.1283333281,3499.33333333333,1.05996003956232,79878.631
"Latin America and the Carribean",1906,3500.70766666667,3135999.99999968,11274.1719999948,3595,1.11532581109367,83379.3386666667
"Latin America and the Carribean",1907,4304.21666666667,3171999.99999968,11579.7653333281,3649.33333333333,1.35522793079442,87683.5553333333
"Latin America and the Carribean",1908,4704.351,3207999.99999968,12299.4186666615,3832.66666666667,1.46516101185668,92387.9063333333
"Latin America and the Carribean",1909,5117.92733333333,3243999.99999968,12840.3733333281,3957.33333333333,1.57812917164405,97505.8336666667
"Latin America and the Carribean",1910,5017.16066666667,3280333.33333302,13725.1283333281,4182.33333333333,1.52955126559017,102522.994333333
"Latin America and the Carribean",1911,5318.40333333333,3316999.99999968,14387.9263333281,4336,1.6025485352311,107841.397666667
"Latin America and the Carribean",1912,5863.97566666667,3354333.33333302,15402.6569999948,4590.66666666667,1.74650048913507,113705.373333333
"Latin America and the Carribean",1913,6358.858,3392333.33333302,15974.5139999948,4707.66666666667,1.87395163252696,120064.231333333
"Latin America and the Carribean",1914,6115.12433333333,3430999.99999968,15673.5459999948,4571,1.78412798015152,126179.355666667
"Latin America and the Carribean",1915,5090.485,3469999.99999968,14699.5009999948,4240,1.4702703322076,131269.840666667
"Latin America and the Carribean",1916,4375.20233333333,3509666.66666635,14612.0623333281,4161.33333333333,1.2475737075632,135645.043
"Latin America and the Carribean",1917,4148.56033333333,3550333.33333302,15436.1496666615,4344.66666666667,1.16763139002117,139793.603333333
"Latin America and the Carribean",1918,4289.07466666667,3591999.99999968,16550.7666666615,4607.66666666667,1.19454823646771,144082.678
"Latin America and the Carribean",1919,4030.94833333333,3634666.66666635,15831.2113333281,4358.66666666667,1.11009860503401,148113.626333333
"Latin America and the Carribean",1920,3501.48733333333,3678333.33333302,15570.1019999948,4234.33333333333,0.953245724875935,151615.113666667
"Latin America and the Carribean",1921,3463.89933333333,3723333.33333302,14677.9003333281,3942.66666666667,0.930073485904154,155079.013
"Latin America and the Carribean",1922,3082.93666666667,3769666.66666635,14806.8016666615,3929.66666666667,0.818411571215428,158161.949666667
"Latin America and the Carribean",1923,3042.995,3817333.33333302,15352.0749999948,4018.33333333333,0.798492649269537,161204.944666667
"Latin America and the Carribean",1924,3072.64766666667,3866666.66666635,16909.5016666615,4369,0.793014840987175,164277.592333333
"Latin America and the Carribean",1925,3534.793,3917666.66666635,18545.1256666615,4732,0.901181365882321,167812.385333333
"Latin America and the Carribean",1926,3857.668,3970666.66666635,19036.6009999948,4794.66666666667,0.971946608850963,171670.053333333
"Latin America and the Carribean",1927,3759.06066666667,4025333.33333302,18978.1746666615,4716.33333333333,0.934126579958126,175429.114
"Latin America and the Carribean",1928,3638.168,4081999.99999968,20230.2913333281,4951.66666666667,0.891701161866724,179067.282
"Latin America and the Carribean",1929,3667.47833333333,4140999.99999968,21876.1606666615,5277.33333333333,0.885616682761339,182734.760333333
"Latin America and the Carribean",1930,3612.44133333333,4202666.66666635,22628.4779999948,5388,0.859617279981584,186347.201666667
"Latin America and the Carribean",1931,3364.94566666667,4266666.66666635,20525.4339999948,4819.66666666667,0.79009196628417,189712.147333333
"Latin America and the Carribean",1932,2967.18266666667,4332999.99999968,16898.6979999948,3910,0.685967809878051,192679.33
"Latin America and the Carribean",1933,2972.506,4401999.99999968,15359.4639999948,3490.66666666667,0.674383635980155,195651.836
"Latin America and the Carribean",1934,3447.52033333333,4473999.99999968,16193.8919999948,3612.33333333333,0.768849952995904,199099.356333333
"Latin America and the Carribean",1935,3961.43633333333,4548666.66666635,18820.7003333281,4132.66666666667,0.870288542734928,203060.792666667
"Latin America and the Carribean",1936,4304.95433333333,4626333.33333302,20617.0303333281,4454.66666666667,0.930190975163311,207365.747
"Latin America and the Carribean",1937,4586.005,4706666.66666635,22259.3886666615,4726,0.97355081428819,211951.752
"Latin America and the Carribean",1938,4882.634,4789999.99999968,23543.6803333281,4912.33333333333,1.01894797945335,216834.386
"Latin America and the Carribean",1939,4912.513,4875999.99999968,24801.6403333281,5086.33333333333,1.00810908681266,221746.899
"Latin America and the Carribean",1940,5047.18633333333,4964999.99999968,25412.4486666615,5117.66666666667,1.01637197133595,226794.085333333
"Latin America and the Carribean",1941,5113.60166666667,5056999.99999968,25914.9456666615,5124.66666666667,1.01069051970844,231907.687
"Latin America and the Carribean",1942,5332.775,5151666.66666635,26494.5269999948,5143,1.03548760787945,237240.462
"Latin America and the Carribean",1943,5392.811,5248999.99999968,27055.4669999948,5153.66666666667,1.02726563770013,242633.273
"Latin America and the Carribean",1944,5462.99066666667,5348333.33333302,27775.5003333281,5193,1.02149678888516,248096.263666667
